"gene","trans","speciesMatch","chr","five_prime_UTR","three_prime_UTR","evalue","bitScore","rawValue","percentMatch","other","proteinMatch"
"Zm00001d044774","Zm00001d044774_T006","sorghum","9","2060173","2066650",0,2178,1489,93.083,1386,"OQU76130"
"Zm00001d044774","Zm00001d044774_T006","rice","9","2060173","2066650",0,1541,1655,83.565,1383,"Os06t0237502-00"
"Zm00001d044774","Zm00001d044774_T006","brachypodium","9","2060173","2066650",0,1432,1861,80.817,1504,"KQK18801"
"Zm00001d044774","Zm00001d044774_T001","sorghum","9","2060151","2066640",0,1495,1084,91.605,993,"KXG19681"
"Zm00001d044774","Zm00001d044774_T001","setaria","9","2060151","2066640",0,1218,1060,87.736,930,"KQL10094"
"Zm00001d044774","Zm00001d044774_T001","sorghum","9","2060151","2066640",0,1044,694,93.804,651,"OQU76130"
"Zm00001d044774","Zm00001d044774_T001","brachypodium","9","2060151","2066640",0,776,1071,80.205,859,"KQK18801"
"Zm00001d044774","Zm00001d044774_T001","rice","9","2060151","2066640",0,747,865,82.428,713,"Os06t0237502-00"
"Zm00001d044774","Zm00001d044774_T009","sorghum","9","2060181","2066577",0,1419,991,92.533,917,"OQU76130"
"Zm00001d044774","Zm00001d044774_T009","sorghum","9","2060181","2066577",0,1419,991,92.533,917,"KXG19681"
"Zm00001d044774","Zm00001d044774_T009","setaria","9","2060181","2066577",0,1297,990,90.303,894,"KQL10094"
"Zm00001d044774","Zm00001d044774_T009","brachypodium","9","2060181","2066577",0,870,990,82.525,817,"KQK18801"
"Zm00001d024273","Zm00001d024273_T001","sorghum","10","60915073","60917622",0,1602,1245,89.96,1120,"KXG24679"
"Zm00001d024273","Zm00001d024273_T001","rice","10","60915073","60917622",0,1098,1013,86.278,874,"Os08t0200100-01"
"Zm00001d024273","Zm00001d024273_T001","rice","10","60915073","60917622",0,839,1061,81.244,862,"Os08t0199400-01"
"Zm00001d024273","Zm00001d024273_T001","sorghum","10","60915073","60917622",0,774,1045,80.383,840,"EER91728"
"Zm00001d024273","Zm00001d024273_T001","brachypodium","10","60915073","60917622",3.3e-174,614,1039,77.863,809,"KQJ95532"
"Zm00001d024273","Zm00001d024273_T001","rice","10","60915073","60917622",2.12e-126,455,891,76.768,684,"Os03t0423300-01"
"Zm00001d024273","Zm00001d024273_T001","rice","10","60915073","60917622",3.54e-124,448,451,84.701,382,"Os08t0199525-00"
"Zm00001d024273","Zm00001d024273_T001","sorghum","10","60915073","60917622",3.72e-89,331,885,74.237,657,"KXG38794"
"Zm00001d024273","Zm00001d024273_T001","sorghum","10","60915073","60917622",3.72e-89,331,885,74.237,657,"KXG38795"
"Zm00001d024273","Zm00001d024273_T001","sorghum","10","60915073","60917622",3.72e-89,331,885,74.237,657,"KXG38796"
"Zm00001d043849","Zm00001d043849_T001","sorghum","3","211979014","211979460",3.75e-40,167,150,87.333,131,"KXG33130"
"Zm00001d043849","Zm00001d043849_T001","sorghum","3","211979014","211979460",6.32e-33,143,130,86.923,113,"KXG33132"
"Zm00001d043849","Zm00001d043849_T001","setaria","3","211979014","211979460",8.17e-32,139,155,83.871,130,"KQL06436"
"Zm00001d018716","Zm00001d018716_T001","sorghum","7","3035471","3037392",0,1825,1476,89.295,1318,"EER95811"
"Zm00001d018716","Zm00001d018716_T001","sorghum","7","3035471","3037392",0,1709,1518,87.484,1328,"EER95810"
"Zm00001d018716","Zm00001d018716_T001","sorghum","7","3035471","3037392",0,1105,1010,87.129,880,"EER95813"
"Zm00001d018716","Zm00001d018716_T001","sorghum","7","3035471","3037392",2.93e-136,488,362,91.16,330,"EER95813"
"Zm00001d018716","Zm00001d018716_T001","setaria","7","3035471","3037392",0,1096,1416,81.073,1148,"KQL23234"
"Zm00001d018716","Zm00001d018716_T001","setaria","7","3035471","3037392",0,1077,1410,81.206,1145,"KQL22268"
"Zm00001d018716","Zm00001d018716_T001","sorghum","7","3035471","3037392",0,876,1096,82.026,899,"EES16735"
"Zm00001d018716","Zm00001d018716_T001","sorghum","7","3035471","3037392",1.38e-124,449,367,88.828,326,"EES16735"
"Zm00001d018716","Zm00001d018716_T001","rice","7","3035471","3037392",2.91e-141,505,910,77.143,702,"Os08t0334900-01"
"Zm00001d018716","Zm00001d018716_T001","rice","7","3035471","3037392",1.06e-130,470,464,85.129,395,"Os08t0334900-01"
"Zm00001d018716","Zm00001d018716_T001","brachypodium","7","3035471","3037392",3.01e-116,422,844,76.066,642,"PNT76228"
"Zm00001d018716","Zm00001d018716_T001","rice","7","3035471","3037392",1.24e-20,104,253,74.704,189,"Os06t0212600-00"
"Zm00001d018716","Zm00001d018716_T001","brachypodium","7","3035471","3037392",5.85e-09,65.8,153,75.817,116,"KQK19025"
"Zm00001d025526","Zm00001d025526_T002","sorghum","10","121359009","121363755",0,1033,838,89.26,748,"EES10885"
"Zm00001d025526","Zm00001d025526_T002","sorghum","10","121359009","121363755",1.46e-92,342,258,90.698,234,"EES10885"
"Zm00001d025526","Zm00001d025526_T002","setaria","10","121359009","121363755",6.32e-141,503,473,86.047,407,"KQK97450"
"Zm00001d025526","Zm00001d025526_T002","setaria","10","121359009","121363755",8.78e-90,333,325,85.231,277,"KQK97449"
"Zm00001d025526","Zm00001d025526_T002","setaria","10","121359009","121363755",7.18e-51,204,249,81.526,203,"KQK97449"
"Zm00001d025526","Zm00001d025526_T002","setaria","10","121359009","121363755",2.1e-16,89.8,187,75.401,141,"KQL23412"
"Zm00001d025526","Zm00001d025526_T002","setaria","10","121359009","121363755",2.1e-16,89.8,187,75.401,141,"KQL23410"
"Zm00001d025526","Zm00001d025526_T002","setaria","10","121359009","121363755",2.1e-16,89.8,187,75.401,141,"KQL23408"
"Zm00001d025526","Zm00001d025526_T002","setaria","10","121359009","121363755",2.1e-16,89.8,187,75.401,141,"KQL23411"
"Zm00001d025526","Zm00001d025526_T002","setaria","10","121359009","121363755",7.54e-16,87.9,87,85.057,74,"KQL23413"
"Zm00001d025526","Zm00001d025526_T001","sorghum","10","121359009","121363670",0,1221,958,89.979,862,"EES10885"
"Zm00001d025526","Zm00001d025526_T001","setaria","10","121359009","121363670",6.5e-141,503,473,86.047,407,"KQK97450"
"Zm00001d025526","Zm00001d025526_T001","setaria","10","121359009","121363670",6.73e-116,420,474,82.911,393,"KQK97449"
"Zm00001d025526","Zm00001d025526_T001","setaria","10","121359009","121363670",2.16e-16,89.8,187,75.401,141,"KQL23412"
"Zm00001d025526","Zm00001d025526_T001","setaria","10","121359009","121363670",2.16e-16,89.8,187,75.401,141,"KQL23410"
"Zm00001d025526","Zm00001d025526_T001","setaria","10","121359009","121363670",2.16e-16,89.8,187,75.401,141,"KQL23408"
"Zm00001d025526","Zm00001d025526_T001","setaria","10","121359009","121363670",2.16e-16,89.8,187,75.401,141,"KQL23411"
"Zm00001d025526","Zm00001d025526_T001","setaria","10","121359009","121363670",7.76e-16,87.9,87,85.057,74,"KQL23413"
"Zm00001d025526","Zm00001d025526_T004","sorghum","10","121359036","121363675",0,1260,1024,89.258,914,"EES10885"
"Zm00001d025526","Zm00001d025526_T004","setaria","10","121359036","121363675",5.89e-141,503,473,86.047,407,"KQK97450"
"Zm00001d025526","Zm00001d025526_T004","setaria","10","121359036","121363675",2.18e-120,435,512,82.227,421,"KQK97449"
"Zm00001d025526","Zm00001d025526_T004","setaria","10","121359036","121363675",1.96e-16,89.8,187,75.401,141,"KQL23412"
"Zm00001d025526","Zm00001d025526_T004","setaria","10","121359036","121363675",1.96e-16,89.8,187,75.401,141,"KQL23410"
"Zm00001d025526","Zm00001d025526_T004","setaria","10","121359036","121363675",1.96e-16,89.8,187,75.401,141,"KQL23408"
"Zm00001d025526","Zm00001d025526_T004","setaria","10","121359036","121363675",1.96e-16,89.8,187,75.401,141,"KQL23411"
"Zm00001d025526","Zm00001d025526_T004","setaria","10","121359036","121363675",7.03e-16,87.9,87,85.057,74,"KQL23413"
"Zm00001d025526","Zm00001d025526_T003","sorghum","10","121359009","121363755",0,1035,839,89.273,749,"EES10885"
"Zm00001d025526","Zm00001d025526_T003","sorghum","10","121359009","121363755",1.52e-92,342,258,90.698,234,"EES10885"
"Zm00001d025526","Zm00001d025526_T003","setaria","10","121359009","121363755",6.57e-141,503,473,86.047,407,"KQK97450"
"Zm00001d025526","Zm00001d025526_T003","setaria","10","121359009","121363755",2.54e-90,335,326,85.276,278,"KQK97449"
"Zm00001d025526","Zm00001d025526_T003","setaria","10","121359009","121363755",7.46e-51,204,249,81.526,203,"KQK97449"
"Zm00001d025526","Zm00001d025526_T003","setaria","10","121359009","121363755",2.18e-16,89.8,187,75.401,141,"KQL23412"
"Zm00001d025526","Zm00001d025526_T003","setaria","10","121359009","121363755",2.18e-16,89.8,187,75.401,141,"KQL23410"
"Zm00001d025526","Zm00001d025526_T003","setaria","10","121359009","121363755",2.18e-16,89.8,187,75.401,141,"KQL23408"
"Zm00001d025526","Zm00001d025526_T003","setaria","10","121359009","121363755",2.18e-16,89.8,187,75.401,141,"KQL23411"
"Zm00001d025526","Zm00001d025526_T003","setaria","10","121359009","121363755",7.84e-16,87.9,87,85.057,74,"KQL23413"
"Zm00001d007792","Zm00001d007792_T001","sorghum","2","239794663","239796426",0,1007,685,93.285,639,"EES01810"
"Zm00001d007792","Zm00001d007792_T001","sorghum","2","239794663","239796426",3.25e-23,111,69,95.652,66,"EES01810"
"Zm00001d007792","Zm00001d007792_T001","setaria","2","239794663","239796426",0,874,685,89.781,615,"KQL07870"
"Zm00001d007792","Zm00001d007792_T001","setaria","2","239794663","239796426",0,848,609,91.79,559,"KQL07869"
"Zm00001d007792","Zm00001d007792_T001","brachypodium","2","239794663","239796426",7.51e-154,545,617,82.658,510,"KQK08099"
"Zm00001d007792","Zm00001d007792_T001","setaria","2","239794663","239796426",1.65e-140,501,620,81.29,504,"KQL13423"
"Zm00001d007792","Zm00001d007792_T001","sorghum","2","239794663","239796426",9.92e-138,492,618,81.068,501,"KXG21029"
"Zm00001d007792","Zm00001d007792_T001","sorghum","2","239794663","239796426",9.99e-133,475,618,80.583,498,"KXG21032"
"Zm00001d007792","Zm00001d007792_T001","sorghum","2","239794663","239796426",9.99e-133,475,618,80.583,498,"EES18852"
"Zm00001d007792","Zm00001d007792_T001","sorghum","2","239794663","239796426",9.99e-133,475,618,80.583,498,"KXG21030"
"Zm00001d050985","Zm00001d050985_T003","sorghum","4","135266797","135270002",0,2244,1608,91.853,1477,"EES07101"
"Zm00001d050985","Zm00001d050985_T003","sorghum","4","135266797","135270002",0,2244,1608,91.853,1477,"OQU85249"
"Zm00001d050985","Zm00001d050985_T003","setaria","4","135266797","135270002",0,1725,1613,86.175,1390,"KQL30320"
"Zm00001d050985","Zm00001d050985_T003","rice","4","135266797","135270002",0,990,1570,78.408,1231,"Os02t0597000-01"
"Zm00001d050985","Zm00001d050985_T001","sorghum","4","135266797","135269992",0,2244,1608,91.853,1477,"EES07101"
"Zm00001d050985","Zm00001d050985_T001","sorghum","4","135266797","135269992",0,2244,1608,91.853,1477,"OQU85249"
"Zm00001d050985","Zm00001d050985_T001","setaria","4","135266797","135269992",0,1725,1613,86.175,1390,"KQL30320"
"Zm00001d050985","Zm00001d050985_T001","rice","4","135266797","135269992",0,990,1570,78.408,1231,"Os02t0597000-01"
"Zm00001d050985","Zm00001d050985_T002","sorghum","4","135266797","135270002",0,2244,1608,91.853,1477,"EES07101"
"Zm00001d050985","Zm00001d050985_T002","sorghum","4","135266797","135270002",0,2244,1608,91.853,1477,"OQU85249"
"Zm00001d050985","Zm00001d050985_T002","setaria","4","135266797","135270002",0,1725,1613,86.175,1390,"KQL30320"
"Zm00001d050985","Zm00001d050985_T002","rice","4","135266797","135270002",0,990,1570,78.408,1231,"Os02t0597000-01"
"Zm00001d050985","Zm00001d050985_T005","sorghum","4","135266834","135270002",0,2244,1608,91.853,1477,"EES07101"
"Zm00001d050985","Zm00001d050985_T005","sorghum","4","135266834","135270002",0,2244,1608,91.853,1477,"OQU85249"
"Zm00001d050985","Zm00001d050985_T005","setaria","4","135266834","135270002",0,1725,1613,86.175,1390,"KQL30320"
"Zm00001d050985","Zm00001d050985_T005","rice","4","135266834","135270002",0,990,1570,78.408,1231,"Os02t0597000-01"
"Zm00001d050985","Zm00001d050985_T004","sorghum","4","135266822","135270002",0,1892,1336,92.216,1232,"EES07101"
"Zm00001d050985","Zm00001d050985_T004","sorghum","4","135266822","135270002",0,1892,1336,92.216,1232,"OQU85249"
"Zm00001d050985","Zm00001d050985_T004","setaria","4","135266822","135270002",0,1509,1330,87.218,1160,"KQL30320"
"Zm00001d050985","Zm00001d050985_T004","rice","4","135266822","135270002",0,965,1335,80,1068,"Os02t0597000-01"
"Zm00001d013466","Zm00001d013466_T009","sorghum","5","12268699","12273312",0,1317,808,96.163,777,"EER91018"
"Zm00001d013466","Zm00001d013466_T009","setaria","5","12268699","12273312",0,1151,811,92.355,749,"KQK87511"
"Zm00001d013466","Zm00001d013466_T009","brachypodium","5","12268699","12273312",0,1046,812,90.025,731,"KQK13576"
"Zm00001d013466","Zm00001d013466_T009","brachypodium","5","12268699","12273312",0,1046,812,90.025,731,"PNT74246"
"Zm00001d013466","Zm00001d013466_T009","rice","5","12268699","12273312",0,1033,811,89.766,728,"Os03t0706900-01"
"Zm00001d013466","Zm00001d013466_T009","setaria","5","12268699","12273312",0,917,651,92.166,600,"KQK87512"
"Zm00001d013466","Zm00001d013466_T009","setaria","5","12268699","12273312",3.33e-63,244,165,93.333,154,"KQK87512"
"Zm00001d013466","Zm00001d013466_T002","sorghum","5","12264693","12273493",0,976,605,95.868,580,"EER91018"
"Zm00001d013466","Zm00001d013466_T002","sorghum","5","12264693","12273493",0,695,465,93.978,437,"EER91018"
"Zm00001d013466","Zm00001d013466_T002","setaria","5","12264693","12273493",0,848,608,91.941,559,"KQK87512"
"Zm00001d013466","Zm00001d013466_T002","setaria","5","12264693","12273493",0,843,605,91.901,556,"KQK87511"
"Zm00001d013466","Zm00001d013466_T002","brachypodium","5","12264693","12273493",0,754,605,89.256,540,"KQK13576"
"Zm00001d013466","Zm00001d013466_T002","brachypodium","5","12264693","12273493",1.08e-133,479,462,85.714,396,"KQK13576"
"Zm00001d013466","Zm00001d013466_T002","brachypodium","5","12264693","12273493",0,754,605,89.256,540,"PNT74246"
"Zm00001d013466","Zm00001d013466_T002","brachypodium","5","12264693","12273493",1.08e-133,479,462,85.714,396,"PNT74246"
"Zm00001d013466","Zm00001d013466_T002","rice","5","12264693","12273493",0,747,607,88.962,540,"Os03t0706900-01"
"Zm00001d013466","Zm00001d013466_T003","sorghum","5","12264693","12273493",0,1930,1185,96.118,1139,"EER91018"
"Zm00001d013466","Zm00001d013466_T003","setaria","5","12264693","12273493",0,1681,1188,92.256,1096,"KQK87512"
"Zm00001d013466","Zm00001d013466_T003","setaria","5","12264693","12273493",0,1676,1185,92.236,1093,"KQK87511"
"Zm00001d013466","Zm00001d013466_T003","brachypodium","5","12264693","12273493",0,1450,1183,88.842,1051,"KQK13576"
"Zm00001d013466","Zm00001d013466_T003","brachypodium","5","12264693","12273493",0,1450,1183,88.842,1051,"PNT74246"
"Zm00001d013466","Zm00001d013466_T003","rice","5","12264693","12273493",0,1435,1184,88.598,1049,"Os03t0706900-01"
"Zm00001d013466","Zm00001d013466_T006","sorghum","5","12264699","12273463",0,1432,885,95.932,849,"EER91018"
"Zm00001d013466","Zm00001d013466_T006","setaria","5","12264699","12273463",0,1254,888,92.23,819,"KQK87511"
"Zm00001d013466","Zm00001d013466_T006","rice","5","12264699","12273463",0,1122,889,89.539,796,"Os03t0706900-01"
"Zm00001d013466","Zm00001d013466_T006","brachypodium","5","12264699","12273463",0,1116,890,89.438,796,"KQK13576"
"Zm00001d013466","Zm00001d013466_T006","brachypodium","5","12264699","12273463",0,1116,890,89.438,796,"PNT74246"
"Zm00001d013466","Zm00001d013466_T006","setaria","5","12264699","12273463",0,917,651,92.166,600,"KQK87512"
"Zm00001d013466","Zm00001d013466_T006","setaria","5","12264699","12273463",2.56e-94,348,242,92.562,224,"KQK87512"
"Zm00001d013466","Zm00001d013466_T010","sorghum","5","12268973","12273464",0,935,577,96.014,554,"EER91018"
"Zm00001d013466","Zm00001d013466_T010","setaria","5","12268973","12273464",0,802,580,91.724,532,"KQK87511"
"Zm00001d013466","Zm00001d013466_T010","setaria","5","12268973","12273464",0,802,580,91.724,532,"KQK87512"
"Zm00001d013466","Zm00001d013466_T010","brachypodium","5","12268973","12273464",0,763,580,90.517,525,"KQK13576"
"Zm00001d013466","Zm00001d013466_T010","brachypodium","5","12268973","12273464",0,763,580,90.517,525,"PNT74246"
"Zm00001d013466","Zm00001d013466_T010","rice","5","12268973","12273464",0,741,580,89.828,521,"Os03t0706900-01"
"Zm00001d013466","Zm00001d013466_T005","sorghum","5","12264694","12273471",0,2307,1422,95.992,1365,"EER91018"
"Zm00001d013466","Zm00001d013466_T005","setaria","5","12264694","12273471",0,2013,1422,92.264,1312,"KQK87511"
"Zm00001d013466","Zm00001d013466_T005","brachypodium","5","12264694","12273471",0,1733,1422,88.748,1262,"KQK13576"
"Zm00001d013466","Zm00001d013466_T005","brachypodium","5","12264694","12273471",0,1733,1422,88.748,1262,"PNT74246"
"Zm00001d013466","Zm00001d013466_T005","rice","5","12264694","12273471",0,1731,1423,88.686,1262,"Os03t0706900-01"
"Zm00001d013466","Zm00001d013466_T005","setaria","5","12264694","12273471",0,1676,1185,92.236,1093,"KQK87512"
"Zm00001d013466","Zm00001d013466_T005","setaria","5","12264694","12273471",4.11e-94,348,242,92.562,224,"KQK87512"
"Zm00001d013466","Zm00001d013466_T001","sorghum","5","12264544","12273478",0,2307,1422,95.992,1365,"EER91018"
"Zm00001d013466","Zm00001d013466_T001","setaria","5","12264544","12273478",0,2013,1422,92.264,1312,"KQK87511"
"Zm00001d013466","Zm00001d013466_T001","brachypodium","5","12264544","12273478",0,1733,1422,88.748,1262,"KQK13576"
"Zm00001d013466","Zm00001d013466_T001","brachypodium","5","12264544","12273478",0,1733,1422,88.748,1262,"PNT74246"
"Zm00001d013466","Zm00001d013466_T001","rice","5","12264544","12273478",0,1731,1423,88.686,1262,"Os03t0706900-01"
"Zm00001d013466","Zm00001d013466_T001","setaria","5","12264544","12273478",0,1676,1185,92.236,1093,"KQK87512"
"Zm00001d013466","Zm00001d013466_T001","setaria","5","12264544","12273478",4.11e-94,348,242,92.562,224,"KQK87512"
"Zm00001d013466","Zm00001d013466_T008","sorghum","5","12264793","12273457",0,1997,1230,96.016,1181,"EER91018"
"Zm00001d013466","Zm00001d013466_T008","setaria","5","12264793","12273457",0,1731,1230,92.114,1133,"KQK87511"
"Zm00001d013466","Zm00001d013466_T008","brachypodium","5","12264793","12273457",0,1520,1232,89.042,1097,"KQK13576"
"Zm00001d013466","Zm00001d013466_T008","brachypodium","5","12264793","12273457",0,1520,1232,89.042,1097,"PNT74246"
"Zm00001d013466","Zm00001d013466_T008","rice","5","12264793","12273457",0,1487,1231,88.546,1090,"Os03t0706900-01"
"Zm00001d013466","Zm00001d013466_T008","setaria","5","12264793","12273457",0,1393,993,92.044,914,"KQK87512"
"Zm00001d013466","Zm00001d013466_T008","setaria","5","12264793","12273457",3.55e-94,348,242,92.562,224,"KQK87512"
"Zm00001d013466","Zm00001d013466_T007","sorghum","5","12264702","12273471",0,1930,1185,96.118,1139,"EER91018"
"Zm00001d013466","Zm00001d013466_T007","setaria","5","12264702","12273471",0,1681,1188,92.256,1096,"KQK87512"
"Zm00001d013466","Zm00001d013466_T007","setaria","5","12264702","12273471",0,1676,1185,92.236,1093,"KQK87511"
"Zm00001d013466","Zm00001d013466_T007","brachypodium","5","12264702","12273471",0,1450,1183,88.842,1051,"KQK13576"
"Zm00001d013466","Zm00001d013466_T007","brachypodium","5","12264702","12273471",0,1450,1183,88.842,1051,"PNT74246"
"Zm00001d013466","Zm00001d013466_T007","rice","5","12264702","12273471",0,1435,1184,88.598,1049,"Os03t0706900-01"
"Zm00001d013466","Zm00001d013466_T004","sorghum","5","12264694","12273471",0,2097,1290,96.047,1239,"EER91018"
"Zm00001d013466","Zm00001d013466_T004","setaria","5","12264694","12273471",0,1820,1290,92.171,1189,"KQK87511"
"Zm00001d013466","Zm00001d013466_T004","brachypodium","5","12264694","12273471",0,1565,1292,88.622,1145,"KQK13576"
"Zm00001d013466","Zm00001d013466_T004","brachypodium","5","12264694","12273471",0,1565,1292,88.622,1145,"PNT74246"
"Zm00001d013466","Zm00001d013466_T004","rice","5","12264694","12273471",0,1554,1291,88.459,1142,"Os03t0706900-01"
"Zm00001d013466","Zm00001d013466_T004","setaria","5","12264694","12273471",0,1482,1053,92.118,970,"KQK87512"
"Zm00001d013466","Zm00001d013466_T004","setaria","5","12264694","12273471",3.8e-94,348,242,92.562,224,"KQK87512"
"Zm00001d052716","Zm00001d052716_T001","sorghum","4","198546818","198547225",8.81e-91,335,450,82,369,"EES15266"
"Zm00001d052716","Zm00001d052716_T001","setaria","4","198546818","198547225",3.4e-40,167,131,90.076,118,"KQL02749"
"Zm00001d035168","Zm00001d035168_T001","sorghum","6","7509306","7511673",0,793,525,94.095,494,"EES13296"
"Zm00001d035168","Zm00001d035168_T001","setaria","6","7509306","7511673",0,725,492,93.293,459,"KQL00971"
"Zm00001d035168","Zm00001d035168_T001","brachypodium","6","7509306","7511673",1.68e-178,627,492,89.634,441,"KQJ94932"
"Zm00001d035168","Zm00001d035168_T001","rice","6","7509306","7511673",6.2e-158,558,470,88.085,414,"Os08t0127500-01"
"Zm00001d035168","Zm00001d035168_T003","sorghum","6","7509319","7511675",3.54e-126,453,311,93.248,290,"EES13296"
"Zm00001d035168","Zm00001d035168_T003","sorghum","6","7509319","7511675",6.18e-94,346,217,95.392,207,"EES13296"
"Zm00001d035168","Zm00001d035168_T003","setaria","6","7509319","7511675",6.01e-114,412,278,93.525,260,"KQL00971"
"Zm00001d035168","Zm00001d035168_T003","setaria","6","7509319","7511675",1.35e-85,318,217,93.088,202,"KQL00971"
"Zm00001d035168","Zm00001d035168_T003","brachypodium","6","7509319","7511675",2.21e-98,361,282,89.716,253,"KQJ94932"
"Zm00001d035168","Zm00001d035168_T003","rice","6","7509319","7511675",8.34e-63,243,212,87.264,185,"Os08t0127500-01"
"Zm00001d035168","Zm00001d035168_T002","sorghum","6","7509319","7511675",3.26e-126,453,311,93.248,290,"EES13296"
"Zm00001d035168","Zm00001d035168_T002","sorghum","6","7509319","7511675",5.7e-94,346,217,95.392,207,"EES13296"
"Zm00001d035168","Zm00001d035168_T002","setaria","6","7509319","7511675",5.54e-114,412,278,93.525,260,"KQL00971"
"Zm00001d035168","Zm00001d035168_T002","setaria","6","7509319","7511675",1.24e-85,318,217,93.088,202,"KQL00971"
"Zm00001d035168","Zm00001d035168_T002","brachypodium","6","7509319","7511675",2.04e-98,361,282,89.716,253,"KQJ94932"
"Zm00001d035168","Zm00001d035168_T002","rice","6","7509319","7511675",7.69e-63,243,212,87.264,185,"Os08t0127500-01"
"Zm00001d010554","Zm00001d010554_T001","sorghum","8","120208529","120210536",2.53e-116,420,263,95.437,251,"KXG30169"
"Zm00001d010554","Zm00001d010554_T001","sorghum","8","120208529","120210536",2.9e-21,104,62,96.774,60,"KXG30169"
"Zm00001d010554","Zm00001d010554_T001","setaria","8","120208529","120210536",7.34e-87,322,234,91.453,214,"KQL29588"
"Zm00001d010554","Zm00001d010554_T001","setaria","8","120208529","120210536",7.34e-87,322,234,91.453,214,"KQL29587"
"Zm00001d010554","Zm00001d010554_T001","setaria","8","120208529","120210536",1.36e-14,82.4,62,90.323,56,"KQL29587"
"Zm00001d010554","Zm00001d010554_T001","setaria","8","120208529","120210536",7.34e-87,322,234,91.453,214,"KQL29586"
"Zm00001d010554","Zm00001d010554_T001","setaria","8","120208529","120210536",1.36e-14,82.4,62,90.323,56,"KQL29586"
"Zm00001d010554","Zm00001d010554_T001","brachypodium","8","120208529","120210536",2.7e-71,270,221,88.688,196,"KQJ99412"
"Zm00001d010554","Zm00001d010554_T001","brachypodium","8","120208529","120210536",2.7e-71,270,221,88.688,196,"KQJ99413"
"Zm00001d010554","Zm00001d010554_T001","brachypodium","8","120208529","120210536",2.7e-71,270,221,88.688,196,"KQJ99415"
"Zm00001d010554","Zm00001d010554_T001","brachypodium","8","120208529","120210536",2.7e-71,270,221,88.688,196,"PNT68585"
"Zm00001d010554","Zm00001d010554_T001","rice","8","120208529","120210536",3.54e-60,233,202,87.624,177,"Os02t0465900-01"
"Zm00001d010554","Zm00001d010554_T001","brachypodium","8","120208529","120210536",9.98e-51,202,139,92.806,129,"KQJ99414"
"Zm00001d010554","Zm00001d010554_T002","sorghum","8","120208529","120210536",2.02e-162,573,367,94.823,348,"KXG30169"
"Zm00001d010554","Zm00001d010554_T002","setaria","8","120208529","120210536",1.29e-119,431,339,89.676,304,"KQL29587"
"Zm00001d010554","Zm00001d010554_T002","setaria","8","120208529","120210536",1.29e-119,431,339,89.676,304,"KQL29586"
"Zm00001d010554","Zm00001d010554_T002","brachypodium","8","120208529","120210536",1.02e-105,385,325,88,286,"KQJ99412"
"Zm00001d010554","Zm00001d010554_T002","brachypodium","8","120208529","120210536",1.02e-105,385,325,88,286,"KQJ99413"
"Zm00001d010554","Zm00001d010554_T002","brachypodium","8","120208529","120210536",1.02e-105,385,325,88,286,"KQJ99415"
"Zm00001d010554","Zm00001d010554_T002","brachypodium","8","120208529","120210536",1.02e-105,385,325,88,286,"PNT68585"
"Zm00001d010554","Zm00001d010554_T002","setaria","8","120208529","120210536",2.87e-96,353,276,89.855,248,"KQL29588"
"Zm00001d010554","Zm00001d010554_T002","rice","8","120208529","120210536",3.74e-90,333,306,86.275,264,"Os02t0465900-01"
"Zm00001d010554","Zm00001d010554_T002","brachypodium","8","120208529","120210536",3.77e-85,316,243,90.123,219,"KQJ99414"
"Zm00001d047499","Zm00001d047499_T001","sorghum","9","132750078","132750482",2.85e-160,566,405,92.346,374,"EER94871"
"Zm00001d047499","Zm00001d047499_T001","setaria","9","132750078","132750482",6.21e-152,538,417,90.408,377,"KQK90943"
"Zm00001d047499","Zm00001d047499_T001","rice","9","132750078","132750482",1.8e-122,440,411,86.375,355,"Os03t0343800-00"
"Zm00001d047499","Zm00001d047499_T001","brachypodium","9","132750078","132750482",8.38e-121,435,356,88.764,316,"KQK21746"
"Zm00001d003430","Zm00001d003430_T001","sorghum","2","44199153","44200628",0,2222,1470,93.946,1381,"OQU81705"
"Zm00001d003430","Zm00001d003430_T001","setaria","2","44199153","44200628",0,1770,1468,88.556,1300,"KQK88752"
"Zm00001d003430","Zm00001d003430_T001","rice","2","44199153","44200628",0,1125,1355,81.919,1110,"Os01t0500900-01"
"Zm00001d003430","Zm00001d003430_T001","brachypodium","2","44199153","44200628",0,909,938,84.222,790,"KQJ97056"
"Zm00001d051817","Zm00001d051817_T001","sorghum","4","170466723","170467738",0,850,622,91.479,569,"EES05675"
"Zm00001d051817","Zm00001d051817_T001","setaria","4","170466723","170467738",0,660,639,85.759,548,"KQL31087"
"Zm00001d046475","Zm00001d046475_T001","rice","9","91605338","91606080",1.91e-27,124,228,77.632,177,"Os05t0487300-01"
"Zm00001d046475","Zm00001d046475_T001","rice","9","91605338","91606080",1.91e-27,124,228,77.632,177,"Os05t0487300-02"
"Zm00001d046475","Zm00001d046475_T001","sorghum","9","91605338","91606080",2.49e-21,104,165,79.394,131,"KXG19282"
"Zm00001d018544","Zm00001d018544_T001","sorghum","5","222689298","222696547",0,809,891,84.4,752,"OQU86025"
"Zm00001d018544","Zm00001d018544_T001","setaria","5","222689298","222696547",1.12e-127,459,601,81.364,489,"KQL32260"
"Zm00001d018544","Zm00001d018544_T002","sorghum","5","222695327","222696547",0,809,891,84.4,752,"OQU86025"
